,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
1349,does Red e Toby nemiciamici start thirteen hours from now,1,0,0,0
1350,What is on the movie schedule for four AM at Landmark Theatres,1,0,0,0
1351,What time is cinema playing The Village Priest?,1,0,0,0
1352,Show me the movie schedule for Loews Cineplex.,1,0,0,0
1353,List movie times playing animated movies nearby,1,0,0,0
1354,find Santikos Theatres showing animated movies,1,0,0,0
1355,Where is the nearest movie theatre that is playing The King Maker,1,0,0,0
1356,Can i get the showtimes for Man in Blues?,1,0,0,0
1357,I'd like the movie schedules nearby me for animated movies,1,0,0,0
1358,Advise me on the movie schedule of films that will be playing at 07:31:32 pm at a place close by.,1,0,0,0
1359,What time will The Age of Success be showing?,1,0,0,0
1360,What Pacific Theatres are playing animated movies,1,0,0,0
1361,find the nearest movies at a movie theatre,1,0,0,0
1362,Show me the animated movies starting at 10:56:18 a.m. at the nearest movie house,1,0,0,0
1363,What animated movies are showing at Loews Cineplex,1,0,0,0
1364,Find the schedule for Fear Chamber.,1,0,0,0
1365,What films are showing at Kerasotes Theatres,1,0,0,0
1366,what movies are playing in the neighborhood ,1,0,0,0
1367,What animated movies are playing at IMAX Corporation?,1,0,0,0
1368,What time is See Grace Fly playing at Cineplex Odeon Corporation,1,0,0,0
1369,Show movie schedules for Marcus Corporation,1,0,0,0
1370,Can I get the showtimes for Fit for a King?,1,0,0,0
1371,find a movie house for 07:52 showing Ganges: River to Heaven,1,0,0,0
1372,Can you tell me the movie times for Alamo Drafthouse Cinema,1,0,0,0
1373,what films are on the movie schedule around here ,1,0,0,0
1374,Can you give me the movie schedule for Amco Entertainment?,1,0,0,0
1375,What time is The Corner playing,1,0,0,0
1376,"During tea time, what animated movies will be screening at the closest movie house?",1,0,0,0
1377,Where can I see Young Goethe in Love?,1,0,0,0
1378,Find movie schedules.,1,0,0,0
1379,find Chained Heat,1,0,0,0
1380,What time is The Secretary playing at the movie theatre?,1,0,0,0
1381,what time is Dark World showing at Consolidated Theatres,1,0,0,0
1382,What is the nearest movie house playing George Washington Slept Here,1,0,0,0
1383,Which animated movies are being screened at Marcus Corporation?,1,0,0,0
1384,What are the showtimes for Boy of Mine,1,0,0,0
1385,what time is The Eddy Duchin Story playing,1,0,0,0
1386,Show me the closest movie house playing An Unfinished Life at eight pm.,1,0,0,0
1387,can I get the showings for films at the nearest cinema in 1 minute ,1,0,0,0
1388,What are the showtimes for Beware! The Blob at Plitt Theatres?,1,0,0,0
1389,What are the movie times for the Caribbean Cinemas?,1,0,0,0
1390,Give me the showtimes for Sign of the Anchor.,1,0,0,0
1391,Where is The Man with a Cross playing,1,0,0,0
1392,Find the schedule for Salt of the Black Earth at the closest movie house.,1,0,0,0
1393,When will The Boys Next Door be playing at the nearest  movie house,1,0,0,0
1394,is Tarzan of the Apes playing at Cobb Theatres,1,0,0,0
1395,I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre,1,0,0,0
1396,Show me Dombey and Son movies.,1,0,0,0
1397,What are the movie schedules for animated movies close by,1,0,0,0
1398,Can I get the showtimes for films at the closest movie house.,1,0,0,0
1399,tell me the movie schedule,1,0,0,0
1400,what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now,1,0,0,0
1401,I want to know what movies are showing at the nearest movie house.,1,0,0,0
1402,Find the schedule for The Nightmare six hours from now at the nearest cinema.,1,0,0,0
1403,find The Bride,1,0,0,0
1404,find movie schedules,1,0,0,0
1405,Where is Priorities on Parade playing,1,0,0,0
1406,What Howards End cinema is near?,1,0,0,0
1407,find the closest films at a movie house,1,0,0,0
1408,What time is Summer School playing?,1,0,0,0
1409,Find the movie schedules for films in the area.,1,0,0,0
1410,show movie times at Cinemark Theatres,1,0,0,0
1411,Can you let me know where I can watch The Nest?,1,0,0,0
1412,Tell me the movie schedules for Mann Theatres,1,0,0,0
1413,Find the schedule for films at the closest movie house.,1,0,0,0
1414,I'd like to watch movies at KB Theatres,1,0,0,0
1415,Where is the nearest movie theatre that is playing Honeysuckle Rose,1,0,0,0
1416,Give me a list of movie times for films in the area.,1,0,0,0
1417,What time is Showcase Cinemas playing Straight Is the Way,1,0,0,0
1418,show me the schedule of movie Shadow of a Woman,1,0,0,0
1419,What time is The Mailman playing,1,0,0,0
1420,what is the movie schedules for movies in the area ,1,0,0,0
1421,What time is Soul Surfer playing,1,0,0,0
1422,find the closest movie theatre for films,1,0,0,0
1423,find The Swindlers at the closest movie house,1,0,0,0
1424,Find movie times.,1,0,0,0
1425,When is Janeane from Des Moines playing at the nearest movie theatre?,1,0,0,0
1426,Is this film going to be at Malco Theatres?,1,0,0,0
1427,what's the closest cinema showing animated movies,1,0,0,0
1428,show me movie times at my local theater.,1,0,0,0
1429,What is the nearest cinema playing Patiala House,1,0,0,0
1430,What is the Wanda Group movie schedules ,1,0,0,0
1431,is One Night Surprise at the cinema,1,0,0,0
1432,What time does Kraken: Tentacles of the Deep play,1,0,0,0
1433,Where is the closest cinema that features animated movies,1,0,0,0
1434,I'd like to watch The Holy Office at Cooper Foundation,1,0,0,0
1435,what are the movietimes for films in the neighbourhood,1,0,0,0
1436,what film to see at ArcLight Hollywood,1,0,0,0
1437,Which films are playing at Consolidated Theatres?,1,0,0,0
1438,Is The Mystical Adventures of Billy Owens playing at the closest movie house,1,0,0,0
1439,"I'd like to watch movies around here, can I see the movie schedules",1,0,0,0
1440,What are the movie schedules for movies showing in the neighbourhood?,1,0,0,0
1441,Find a movie schedule for 12 hours from now.,1,0,0,0
1442,Find movie times for films in the area.,1,0,0,0
1443,Which cinema is showing A Dedicated Life starting at eleven PM,1,0,0,0
1444,What's today's movie schedule,1,0,0,0
1445,Find movie schedules.,1,0,0,0
1446,Find movie schedules for movies around here at nineteen o'clock.,1,0,0,0
1447,Give me the local movie times.,1,0,0,0
1448,movie schedule at Cinemark Theatres,1,0,0,0
1449,show me movie times for Southern Theatres,1,0,0,0
1450,What films are playing now at the General Cinema Corporation,1,0,0,0
1451,Can I get showtimes for films in the neighborhood.,1,0,0,0
1452,Find the schedule for Rare Birds at the nearest movie theatre at Noon.,1,0,0,0
1453,What movies are playing at Mann Theatres,1,0,0,0
1454,what time is The Challenge showing at the local movie house,1,0,0,0
1455,Find movie schedules for nearby films.,1,0,0,0
1456,show movie schedule in the neighbourhood films at five hours from now,1,0,0,0
1457,What is the movie schedule for General Cinema Corporation?,1,0,0,0
1458,find a nearby movie schedules for movies,1,0,0,0
1459,Show me movie times  at Harkins Theatres.,1,0,0,0
1460,show nearest movie theatre to watch Black Jesus,1,0,0,0
1461,What movies are playing at AMC Theatres?,1,0,0,0
1462,When is That Forward Center Died at Dawn playing at the closest cinema?,1,0,0,0
1463,Please give me the movie schedule for Pacific Theatres,1,0,0,0
1464,Show me movie schedule for animated movie around here at eleven a.m.,1,0,0,0
1465,Please give me information on when Prisoner of Zenda will be shown.,1,0,0,0
1466,find Mysterious Castles of Clay,1,0,0,0
1467,Show the movie schedule and movies around here,1,0,0,0
1468,Where is the closest movie theatre that is playing movies now,1,0,0,0
1469,Whens the next showing of The Game of Their Lives,1,0,0,0
1470,what's the closest movie house showing The Hard Way,1,0,0,0
1471,"What cinema is playing Great Guy
",1,0,0,0
1472,Find movie times for close by films.,1,0,0,0
1473,Where is My Dearest Enemy playing,1,0,0,0
1474,Find the schedule for Without Witness twenty two hours from now.,1,0,0,0
1475,movie schedules for Neighborhood Cinema Group,1,0,0,0
1476,What is the movie times for General Cinema Corporation,1,0,0,0
1477,What Are the showings for The Natural History of Parking Lots movie house,1,0,0,0
1478,What is the movie schedule at Cineplex Odeon Corporation 12 hours from now,1,0,0,0
1479,where is The Country Bears playing,1,0,0,0
1480,is Ce cher intrus at IMAX Corporation,1,0,0,0
1481,What time is Trouble Every Day playing,1,0,0,0
1482,What are the movie times?,1,0,0,0
1483,I want to see Dead Calm at the closest cinema,1,0,0,0
1484,What time is the closet cinema playing movies the closest,1,0,0,0
1485,What time is Thick as Thieves playing at Santikos Theatres?,1,0,0,0
1486,When is Harassed being played at Plitt Theatres?,1,0,0,0
1487,What animated movies are playing at IMAX Corporation,1,0,0,0
1488,Where can I get movie schedule,1,0,0,0
1489,When can I go see The Untold Story?,1,0,0,0
1490,Find me the showtimes for Until Death at the nearest movie house.,1,0,0,0
1491,What is the AMC Theaters movie schedule?,1,0,0,0
1492,When is The Sea of Grass playing at the movie theatre,1,0,0,0
1493,Can i get the movie schedule for Megaplex Theatres.,1,0,0,0
1494,What films are showing at three o'clock at the Neighborhood Cinema Group?,1,0,0,0
1495,in the neighborhood find movie times for movies,1,0,0,0
1496,Find the schedule for Wenn Lucy springt now at a movie theatre.,1,0,0,0
1497,Are there any films around here,1,0,0,0
1498,Is Jack the Ripper playing in one hour at the nearest movie house?,1,0,0,0
1499,when can i see We and Our Mountains,1,0,0,0
1500,i want to watch The Shamrock Handicap right now,1,0,0,0
1501,Is Cradle Robbers playing at the nearest movie theatre,1,0,0,0
1502,What is the movie schedule for the movies that are playing nearby?,1,0,0,0
1503,"find Good Night, and Good Luck at a Cinemark Theatres",1,0,0,0
1504,Find the movie schedule for animated movies in the area.,1,0,0,0
1505,Can you pull up a movie schedule for me?,1,0,0,0
1506,What is the movie schedule for animated movies in the area,1,0,0,0
1507,whats the movie schedule for movies nearby,1,0,0,0
1508,I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment.,1,0,0,0
1509,What movies are playing at Southern Theatres,1,0,0,0
1510,What films are going to be playing at Harkins Theatres at zero a.m.?,1,0,0,0
1511,What are movie times for movies playing in the neighborhood?,1,0,0,0
1512,What time is Scream of Stone playing,1,0,0,0
1513,What are the movie times for movies premiering in the neighbourhood ,1,0,0,0
1514,Give me the showtime for Bobby Yeah playing at the cinema,1,0,0,0
1515,Find movie times.,1,0,0,0
1516,"find the nearest movie house showing Good Morning, Babylon",1,0,0,0
1517,What animated movies are playing in thirteen hours at the closest movie theatre,1,0,0,0
1518,When is One Sunday Morning scheduled to be played?,1,0,0,0
1519,find Cinemark Theatres with films,1,0,0,0
1520,What time is Stranger in Town playing at the nearest cinema?,1,0,0,0
1521,I'd like to watch Nathan the Wise at the closest movie house,1,0,0,0
1522,What time is Crawlspace playing at the Caribbean Cinemas,1,0,0,0
1523,Find the movie schedule for 12:53 AM,1,0,0,0
1524,Find the movie schedule for movies in the area.,1,0,0,0
1525,Find me the movie schedule for ArcLight Hollywood,1,0,0,0
1526,What are the movie schedules for Kerasotes Theatres,1,0,0,0
1527,find films in the neighborhood,1,0,0,0
1528,Find movie schedules.,1,0,0,0
1529,What time is The Night Before the Premiere playing at the movie house,1,0,0,0
1530,I'd like to watch The Details at the cinema,1,0,0,0
1531,is The Slut playing at 07:27 A.M. at Harkins Theatres,1,0,0,0
1532,Find the movie schedules at Magic Johnson Theatres,1,0,0,0
1533,Show movie times of movies in the neighbourhood,1,0,0,0
1534,Which is the nearest cinema showing movies that start in nineteen seconds?,1,0,0,0
1535,What are the movie times at Goodrich Quality Theaters,1,0,0,0
1536,Can I get the showtimes for films at Malco Theatres.,1,0,0,0
1537,I need a list of animated movies playing around here,1,0,0,0
1538,When is One by One playing?,1,0,0,0
1539,What animated movies are on the movie schedule close by?,1,0,0,0
1540,give me the local movie times,1,0,0,0
1541,Give me the movie schedule for Cineplex Odeon Corporation,1,0,0,0
1542,when can i see Red Hot Tires,1,0,0,0
1543,find movie schedules in MJR Theatres,1,0,0,0
1544,find movie schedules in Warren Theatres,1,0,0,0
1545,Tell me the films playing at the closest movie house to me,1,0,0,0
1546,Find me the showtimes for How to Commit Marriage.,1,0,0,0
1547,Find the schedule for No Time to Be Young at AMC Theaters.,1,0,0,0
1548,Find movies playing at the closest movie theatre,1,0,0,0
1549,Can I know what animated movies are scheduled in the neighbourhood?,1,0,0,0
1550,Find the schedule for for The Unnaturals at 13.,1,0,0,0
1551,find Plitt Theatres showing animated movies,1,0,0,0
1552,What is the movie schedule for the North American Cinemas,1,0,0,0
1553,When will The Honor of an Outlaw be showing?,1,0,0,0
1554,What animated movies are in the neighbourhood ,1,0,0,0
1555,find movies close by,1,0,0,0
1556,What is the movie schedule today at Neighborhood Cinema Group?,1,0,0,0
1557,Find what movies are showing at the nearest movie house,1,0,0,0
1558,find the nearest movie theatre with movies,1,0,0,0
1559,show movie times of Regal Entertainment Group,1,0,0,0
1560,I'd like to watch films in 23 hours in the neighborhood,1,0,0,0
1561,What time is The Sea Chase playing,1,0,0,0
1562,Find movie schedules for close by films.,1,0,0,0
1563,what animated movie are at the theater in the neighborhood,1,0,0,0
1564,Is the start time 15:16:52 for movies in the neighborhood ,1,0,0,0
1565,find The Terror Within,1,0,0,0
1566,show me the schedule of American Primitive in Santikos Theatres,1,0,0,0
1567,What time is In the Crosswind playing at Marcus Corporation?,1,0,0,0
1568,show me movies in the area,1,0,0,0
1569,What is the movie schedule,1,0,0,0
1570,I'd like to watch In High Places,1,0,0,0
1571,When is Just Before Nightfall playing?,1,0,0,0
1572,find a movie theatre with animated movies that is closest to me,1,0,0,0
1573,What films are at Century Theatres in twelve hours,1,0,0,0
1574,What films start at eighteen at Caribbean Cinemas,1,0,0,0
1575,Can I get the Cineplex Odeon Corporation showings for Small Town Story?,1,0,0,0
1576,"what's the closest cinema playing Six Days: Three Activists, Three Wars, One Dream at sunrise",1,0,0,0
1577,Can you let me know what animated movies are playing close by?,1,0,0,0
1578,Where is Feast II: No Limit playing,1,0,0,0
1579,Where theater is playing The Ranger and the Lady at 10 AM,1,0,0,0
1580,Find the schedule for movies at the nearest cinema.,1,0,0,0
1581,what time is Mulawin: The Movie showing at the nearest movie house,1,0,0,0
1582,I want movie times for Fox Theatres,1,0,0,0
1583,What time is Tasher Desh playing at the nearest movie house,1,0,0,0
1584,What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?,1,0,0,0
